DD MM YY London Bristol Liverpool Manchester Newcastle Birmingham Sheffield
 15    06   73  555  13  29   2  14  55  10
 22    06   73  557  10  31   1  22  31   8
 29    06   73  509  10  27   2  14  50   6
 06    07   73  577  10  31   3  13  45   3
 13    07   73  447   4  24   1  24  58   9
 20    07   73  479   7  23   8  26  68  16
 27    07   73  396   3  22   8  22  44  12
 03    08   73  432   6  29  10  20  44  16
 10    08   73  427   3  28   7  19  34  16
 17    08   73  329   4  26  11  19  29  20
 24    08   73  213   2  22   7   1  23  15
 31    08   73  153   3  12   3   3  18   6
 07    09   73  123   3   4   2   2  17   7
 14    09   73   96   1   7   6   0  11   3
 21    09   73   67   1   9   3   0  14   4
 28    09   73   88   1  13   9   0   7   3
 05    10   73   93   1   8  10   0  15   4
 12    10   73  111   3   4  17   1  15   2
 19    10   73  109   3   4   9   2  10  12
 26    10   73  102  13   3  23   0  30   5
 02    11   73  132   0   6  17   3  19  18
 09    11   73   76  10  17  12   0  14  10
 16    11   73  155   7   5  14   0   8  35
 23    11   73  132  11  15  16   0  12  15
 30    11   73  115  16   1  14   0  15  10
 07    12   73  120  12   7   5   0  25   9
 14    12   73  118  16   9   1   2   7   5
 21    12   73  149  14   4   9   0  23   2
 28    12   73   76   8   3   5   0  10   6
 04    01   74  135  21  22  12   0  26   6
 11    01   74  140  29  23  15   0  23  13
 18    01   74  129  16  13  20   1  25   6
 25    01   74  117   4  10  24   0  24  11
 01    02   74  118   9   6  11   0  33  10
 08    02   74  131  22   6  29   1  33  15
 15    02   74  221   4   7  33   0  39  12
 22    02   74  233  13   7  23   0  35  20
 01    03   74  230   2   6  53   0  65  21
 08    03   74  247   9   0  40   0  45  11
 15    03   74  213  10   0  50   1  49  36
 22    03   74  291  12  11  58   0  59  29
 29    03   74  287   9   5  90   0  56  40
 05    04   74  269  14  25  64  16  76  67
 12    04   74  238   4  17  66   6  53  38
 19    04   74  249  15  12  68   5  86  65
 26    04   74  250  15   7  85   6 116  36
 03    05   74  263  28  14 110   8  75  33
 10    05   74  162  16  15  57   4  50  22
 17    05   74  164  11   6  79   3  90  20
 24    05   74  233  14   8 116   1 121  24
 31    05   74  180   3   8 101   0  71  36
 07    06   74  236  17  13 136   5 102  42
 14    06   74  209   9   8 114   2 129  33
 21    06   74  208   9   4 118   2 132  35
 28    06   74  201   8  30  94   1  87  43
 05    07   74  258   9  28 114   2  91  30
 12    07   74  213   8  22 111   0 138  42
 19    07   74  241   9  33  89   1 106  63
 26    07   74  240   8  30  99   5  96 123
 02    08   74  202   4  52 113   1 128 109
 09    08   74  153  14  39  99   7  78 107
 16    08   74  145   1  55  59   8  60  96
 23    08   74  103   4  26  50  10  36  62
 30    08   74   48   5  39  36   6  22  61
 06    09   74   72   4  32  26   1  24  38
 13    09   74   42   3  29   9   1  13  18
 20    09   74   53   2  32   7   1  15  31
 27    09   74   71   1  24  15   2  13  31
 04    10   74   94   6  76   5   1  13  18
 11    10   74   88   3  56   5   1   9  38
 18    10   74  106   2 117   6   3  23  72
 25    10   74  131   3  99  12   2  16  54
 01    11   74  140   3 125   6   5  18  56
 08    11   74  185   4 153  11   2  21  47
 15    11   74  127   5 146   3   6   7  31
 22    11   74  144   2 170  11   8  20  27
 29    11   74  117   2 165   9   3  13  23
 06    12   74  185   3 160   0   8  20  50
 13    12   74  154   2 165   1   8  10  53
 20    12   74  175   4 172   5  15  19  39
 27    12   74  111   2  99   7   1  10  26
 03    01   75  260   1 226   0  20  20  99
 10    01   75  348   6 239   7  18  11  95
 17    01   75  232   5 169   6  27  15  50
 24    01   75  258   2 117   5  16  12  22
 31    01   75  256   1  13   4  19  24  35
 07    02   75  310   4  94   9  24  20  30
 14    02   75  311   3 105   9  11  39  26
 21    02   75  419   8  92   4  24  53  57
 28    02   75  475   6 118  16  26  31  47
 07    03   75  397  20 118  13  43  47  69
 14    03   75  399  10 132   8  30  41  52
 21    03   75  514  21  75   8  28  66  53
 28    03   75  537   9  72   7  28  82  41
 04    04   75  372  13  68  14  38  90  50
 11    04   75  592  13  79  10  29 103  56
 18    04   75  468   3  59  23  48 103  53
 25    04   75  416  20  39  27  12  42  45
 02    05   75  357  11  70  14  28  70  29
 09    05   75  425   9  78  19  15  65  53
 16    05   75  561   7  50  18  33  80  42
 23    05   75  529   7  39  13  54 107  76
 30    05   75  593   3  66  10  38 103  46
 06    06   75  778   9  50  46  15 106  64
 13    06   75  617   9  66  15  20 122  38
 20    06   75  539   2  69  10  20 107  35
 27    06   75  555   6  64  21  39  60  49
 04    07   75  524   3  29  30  23 108  40
 11    07   75  563   5  47  15  17  96  63
 18    07   75  503  10  37  17  19  99  56
 25    07   75  477   9  35  23  17 129  84
 01    08   75  437  10  17  14  21 111  70
 08    08   75  380  10  20  11  26 108  78
 15    08   75  306   7  14   6  16  97  55
 22    08   75  194   4  12   3  10  58  34
 29    08   75  118   2   8   0   6  28  16
 05    09   75  109   7   6   5  23  29  10
 12    09   75  107   5  15   3  10  26  13
 19    09   75   56   2   3   1   2  19  16
 26    09   75   94   1   4   2   2  15   4
 03    10   75   75   0   4   2   8  23   2
 10    10   75  114   0   2   2   2  31   8
 17    10   75   95   2   5   2   2  42   1
 24    10   75  112   0   5   4   0  42   0
 31    10   75  106   1   7   5   0  76   4
 07    11   75  136   3   6   2   3  66   3
 14    11   75  115   0   9   5   2  61   6
 21    11   75   96   2  10   2   4  61   1
 28    11   75   88   2   6   4   1  55   3
 05    12   75   80   1  11   2   1  80   5
 12    12   75  111   0   5   6   0  41   1
 19    12   75   71  10   3   2   0  89   2
 26    12   75   52   0   3   3   0  64   4
 02    01   76   87   1   7   8   1 121   1
 09    01   76  124   2  11   7   6 129   0
 16    01   76  116   7  11   7   1 107   1
 23    01   76   59   4   9   4   4  82   4
 30    01   76  105   5   6   2   5  94   2
 06    02   76   89   5  12   3   0  80   1
 13    02   76  100   6  10   4   4  89   1
 20    02   76  134  21   6   2   2 100   5
 27    02   76  100  13  14   1   2 127   2
 05    03   76  102  16   8   1   2  99   0
 12    03   76  118  19  11   2   3  78   4
 19    03   76  130   8  11   6   7 103   1
 26    03   76  122   9  13   0   0  78   5
 02    04   76  135  21  10   1   4  83   5
 09    04   76  157   9  21   1   2  94   5
 16    04   76  158  18   9   1   6  76   1
 23    04   76  182  16  16   2   7  84   0
 30    04   76  212  28  10   5   4 112   9
 07    05   76  155  13  10   3   6  67   3
 14    05   76  196  17  18   5   5  59   2
 21    05   76  209  17   8   7   2  66   9
 28    05   76  197  16  14   9   4  73  10
 04    06   76  230  15   3   5   4  62   3
 11    06   76  182  14   5   8   5  56   5
 18    06   76  210  25  13   6   0  65   1
 25    06   76  164   7   9   5   2  20   4
 02    07   76  134  14   7   7   4  42   2
 09    07   76  133  17  11   6   3  42   1
 16    07   76  157  15   8   5   2  27   2
 23    07   76   78  12  16  19  12  47   2
 30    07   76   96  10   5   7   8  34   1
 06    08   76   75  10  11  10   4  26  15
 13    08   76   81   8  14   8   9  39  21
 20    08   76   52  15   7   7   2  15  21
 27    08   76   40   5   4  38   8  13  15
 03    09   76   31   2  10   4   1   5   9
 10    09   76   21   9  10   4   2   6   9
 17    09   76   24   5   6   3   4   1   5
 24    09   76   24   0   8   7   0   3   3
 01    10   76   35   5  30  10   7   6   2
 08    10   76   62  11  18  16   5   7   3
 15    10   76   50  13  30  13   4   6   1
 22    10   76   41  17  41   4  10   5   8
 29    10   76   48   8  35  11   5   3   3
 05    11   76   50  12  22  10   7   5   5
 12    11   76   37   6  35  11   7   5   3
 19    11   76   40   5  25  12   1   2   7
 26    11   76   51  18  48  10   3   4   4
 03    12   76   43  13  26  16  11  15   6
 10    12   76   81  17  63  19   5  19   6
 17    12   76   78  15  56  27  11   6   7
 24    12   76  133  13  55  38  13   5   4
 31    12   76   59  10  40  53   5  11   1
 07    01   77  106  12  84  70   4  16   1
 14    01   77  112  12  90  45  15  11   1
 21    01   77   76  20  80  50   9   4   1
 28    01   77  109  12  66  41  10   5   2
 04    02   77  145  11  81  50  19  11   1
 11    02   77  119  27 126  62   5  12   2
 18    02   77  163  17 133  60  13   6  10
 25    02   77  178  41 153  78  13  14   9
 04    03   77  233  33 176  71  26   9  12
 11    03   77  239  27 163  57  12  14   5
 18    03   77  277  26 129  97  25  10   8
 25    03   77  281  41 139  71  31  20   6
 01    04   77  338  31 124  55  23  24   5
 08    04   77  244  52 118  28  19  19   2
 15    04   77  318  13  90  60  16  38   7
 22    04   77  535  52 120  49  19  35   7
 29    04   77  379  23  96  64  16  30   6
 06    05   77  389  26 106  86  15  31   7
 13    05   77  357  29  86  52  20  43   6
 20    05   77  546  27  51  95   9  46   4
 27    05   77  514  27  83  47   7  79   7
 03    06   77  519  22  61  77  11  78  13
 10    06   77  382  40  37  25  29  59  10
 17    06   77  536  29  55  65  26 107  20
 24    06   77  621  46  80  44  29 100  24
 01    07   77  568  31  98  59  24 110  19
 08    07   77  777  52  50  53  12 110  68
 15    07   77  821  25  81  41  30 113  85
 22    07   77  729  20  66  31  13 128 113
 29    07   77  708  21  48  33  14 115 138
 05    08   77  748  13  64  44  15 144 177
 12    08   77  660  35  48  36  15 170 171
 19    08   77  488  24  27  17  32 103 122
 26    08   77  396  11  33  35   5  70  96
 02    09   77  253   8  22   8  14  66  51
 09    09   77  251   8  17  14  18  51  62
 16    09   77  161  13  16   9  15  27  40
 23    09   77  108  11  13   5   2  24  41
 30    09   77  152   5   4   5   3  30  52
 07    10   77  135  21   9   3  12  23  57
 14    10   77  182  14   5   8  15  39  53
 21    10   77  192  27   5   4  23  32  96
 28    10   77  245  13   3   4  13  49 101
 04    11   77  218  22  13   7  22  47 140
 11    11   77  232  19   6   7  15  66 133
 18    11   77  239  25   8   8   8  54 120
 25    11   77  250  10   9   8  19  56 134
 02    12   77  231  13   4   3   6  23  94
 09    12   77  281   3   3   7  18  40  91
 16    12   77  297   9   6  13  25  48  92
 23    12   77  360   4   4  14  11  33  98
 30    12   77  337  16   5   9   8  10  75
 06    01   78  405   9   3   9  20 145 137
 13    01   78  487   6   7  16  18  80 122
 20    01   78  372  11   6  10  14  75  65
 27    01   78  402   7   5  20   8  88 100
 03    02   78  342   2  29   8  12  89  90
 10    02   78  427   9  21   9  19 104  82
 17    02   78  402   9  29   2  20  95 106
 24    02   78  426  22  40  10  28 151  86
 03    03   78  517  11  27  15  26  78  80
 10    03   78  473   6  40  10  21 100  48
 17    03   78  517   9  27  17  16 112  99
 24    03   78  434   9   8  11  11 123  49
 31    03   78  435   3   0  18  29 147  62
 07    04   78  602  12  43  16  13 139  53
 14    04   78  469   5  32  11  18 167  26
 21    04   78  388   9  18   8   5 116  43
 28    04   78  382  12  55  13   9 105  26
 05    05   78  370  14  18   1   3  86  26
 12    05   78  473  15  44  10   7  97  26
 19    05   78  565   8  39   7  16 117  24
 26    05   78  419  16  48  21   4  98  31
 02    06   78  390  11  40  17   6  79  16
 09    06   78  393  31  56  15   2  76  14
 16    06   78  375  13  67  19   6 101  15
 23    06   78  261  14  59   8   6  60  10
 30    06   78  324  13  68  18  11  91  12
 07    07   78  294  16  70  15   0  84  12
 14    07   78  350  11  71  15  19 113  38
 21    07   78  308  17  63   7   3  87  25
 28    07   78  311  12  70   9  22  57  26
 04    08   78  277  18  33  15  21  55  20
 11    08   78  305  11  53  17   8  49  18
 18    08   78  217   5  51   5   9  40  12
 25    08   78  213   2  43   6   3  32  18
 01    09   78   89   2  17   3   5  13   6
 08    09   78  117   4  18   2   4  13   7
 15    09   78   77   1  18   8   4  15   4
 22    09   78   63   1  19   0   0   9   6
 29    09   78   82   2  12   6   0  15   4
 06    10   78   60   1  15   1   6  15   6
 13    10   78   77   5  16   9   0  15   3
 20    10   78   77   5  25   6   0  20   5
 27    10   78   83   7  28   5   1  14   5
 03    11   78  117   4  11   8   5  13   6
 10    11   78  121   6  22  11   1  12   5
 17    11   78   72   3  12   5   1  15   4
 24    11   78  122   4  17   9   0   6   7
 01    12   78   93   1  15  16   5   7   6
 08    12   78   86   5   2  16   5   3   4
 15    12   78   96   2  39  12   8   8   6
 22    12   78   85   8  24  15  13  12   1
 29    12   78   62   2  10  12   3   6   1
 05    01   79  109   8  18  15   3   6  10
 12    01   79  122   6  26  25  10   9   3
 19    01   79   71   4  13  15  12  12   5
 26    01   79   83   4  31  30   1  11   1
 02    02   79   83   3  23  17   2  11   2
 09    02   79  107   3  28  34   3  16  11
 16    02   79  103   6  28  35   5   8   2
 23    02   79  107   2  27  13   4  27  11
 02    03   79  121   2  25  32   4   9   7
 09    03   79  102   0  40  49   5  14   7
 16    03   79  135   2  36  53   0  16   5
 23    03   79   80   0  49  27   6  14   6
 30    03   79   91   1  49  38   5  13   7
 06    04   79  127   2  65  26   4  16   6
 13    04   79   99   2  41  56   6  13  10
 20    04   79  124   4  45  43   1  12   5
 27    04   79  180   0  71  31   5  16  19
 04    05   79  169   6  60  57   4  15  13
 11    05   79  132   2  29  29   7  14   6
 18    05   79  177  17  46  67   4  14   7
 25    05   79  153   6  80  47   4  15   7
 01    06   79  115   4  93  39   6  23  12
 08    06   79  144   5  85  65   4  18  11
 15    06   79  197   2  65  68   6  38   9
 22    06   79  209   2  70  38   4  27  12
 29    06   79  202   2  79  25   5  41  10
 06    07   79  160   4  81  22   7  31  10
 13    07   79  171   3  52  25  12  29  16
 20    07   79  220   7  75  32   8  63  16
 27    07   79  234   5  56  21   8  73  14
 03    08   79  219   3  56  17  11  61  18
 10    08   79  247   1  46  17   7  52  18
 17    08   79  220   6  24  21   8  58  10
 24    08   79  137   3  18  10   3  13   4
 31    08   79  103   3  19   8   3  33   7
 07    09   79   98   4  18   9   1  26   8
 14    09   79   81   2  15   9   2  11   3
 21    09   79  101   3  14   1   0  20   3
 28    09   79   77   0  18   6   7  21  10
 05    10   79  107   2   9   4   3  13   4
 12    10   79  111   1   4   3   4  27  11
 19    10   79  110   1  10  14   0  26  12
 26    10   79  129   6  20   6   6  27   0
 02    11   79  121   5  15   6   5  29   6
 09    11   79  139   2   6   7   2  41  10
 16    11   79  139   7  21   5   4  51   7
 23    11   79  192   7  18   4  14  74   9
 30    11   79  115   5   7  12   2  48   5
 07    12   79  161   2   7   3   6  74   5
 14    12   79  195   6  10  13   3  84   8
 21    12   79  133   4   4   4   6  91  14
 28    12   79   90   6   5   1   2  55   9
 04    01   80  231  33  15   7  27 170  13
 11    01   80  337  41  16  15   5 176   7
 18    01   80  197  11  13   1   8  95  13
 25    01   80  204  11   6   7  10 141   6
 01    02   80  217  41   8   6  11 129   6
 08    02   80  288  30  13   7   4 174  19
 15    02   80  359  42   8   9  18 239  16
 22    02   80  475  37  14   4  11 280  25
 29    02   80  392  53  10   7  12 238   8
 07    03   80  497  47  13  10  11 348  26
 14    03   80  476  34  14   6  16 228  11
 21    03   80  573  79   5   7   6   *  27
 28    03   80  668  49  20  13  21 305  24
 04    04   80  488  69   9  11  13 209  19
 11    04   80  632  35  20  26  13 224  16
 18    04   80  628  73  12  19  24 250  22
 25    04   80  566  53   8  20  23 161  24
 02    05   80  501  48  12  20  17 138  24
 09    05   80  325  25  14  10  10  96  12
 16    05   80  547  88  18   8  10 106  27
 23    05   80  527  67  27  19  13 117  13
 30    05   80  518  49  22   8  12  73  22
 06    06   80  631  78  41  13  15  84  18
 13    06   80  461  62  30  17   9  77  17
 20    06   80  431  72  34  24  10  60  32
 27    06   80  407  52  31   7   9  44  39
 04    07   80  428  65  45  27   1  64  35
 11    07   80  404  47  69  20   3 103  63
 18    07   80  478  27  59  47   4  44  99
 25    07   80  452  41  62  29  18  42  79
 01    08   80  463  28  72  52  10  42  55
 08    08   80  410  42  73  46  19  41  63
 15    08   80  289  13  39  32   9  26  59
 22    08   80  202   9  35  34   6  13  34
 29    08   80  131   3  17   9   3  14  19
 05    09   80  103   6  20  13  10  15  28
 12    09   80   99  12  14  12  11  12  17
 19    09   80   82   2   6   5   5   8  12
 26    09   80   61   6   9   8   6   9  10
 03    10   80   89   4  14   5   7   9  27
 10    10   80   92   5  13   6  14  14  38
 17    10   80   90   3  14  14  10   5  20
 24    10   80   65  13  12   4  12  11  32
 31    10   80   87  17  14   8  10   9  29
 07    11   80   77   5  17   8   8   8  38
 14    11   80   74   2   9   1  11   9  36
 21    11   80   73   2  31   6   4   4  31
 28    11   80   68   4   9   9   8  11  39
 05    12   80   88   3   9   8   1   2  30
 12    12   80   45   1  12   7   6   8  25
 19    12   80   80   0  10   6   2   6  33
 26    12   80   32   1   7   9   4   5  41
 02    01   81   63   1  13   5  10   5  14
 09    01   81  108   0  24   9   7   4  69
 16    01   81   60   6  26   7   4   8  21
 23    01   81   46   3  12   5  12   2  26
 30    01   81   67   0  17   6   5   5  32
 06    02   81   54   3  10   6  10   4  26
 13    02   81   42   3  17  28  17   6  22
 20    02   81   68   2  10  21  12   3  27
 27    02   81   63   1  13  31   9   5  26
 06    03   81   65   2  20  13  12   3  29
 13    03   81   51   3  32  20  15  13  24
 20    03   81   61   1  21  11   6  12  32
 27    03   81   69   1  30  26  18  11  28
 03    04   81   66   2  34  21  12   8  19
 10    04   81   87   2  33  36  15   7  19
 17    04   81   48   4  30  28   8   6  20
 24    04   81   78   3  42  27  10   9  16
 01    05   81   65   2  71  21  15  19  18
 08    05   81   80   7  36  34  15   9  22
 15    05   81   83   3  46  39  11  11  21
 22    05   81   55   6  34  40  14  13  19
 29    05   81   86   3  47  39   9   8  16
 05    06   81   75   2  52  41   4   8  17
 12    06   81   93   4  49  24   8  10  11
 19    06   81   94   1  37  17   4  16  16
 26    06   81   68   3  41  22   6  14  15
 03    07   81   85   2  26  10   4  23  17
 10    07   81  103   1  35  30   8  15  13
 17    07   81   99   2  23  23   8  19  13
 24    07   81  123   1  50  26   8  31  17
 31    07   81   84   2  37  17   8   9  10
 07    08   81  127   5  40  26  15  14  10
 14    08   81   93   6  24  47  12  17   9
 21    08   81   88   5  13  23   2  27  12
 28    08   81   68   1  13  10  11  11   6
 04    09   81   54   4   9   5  10   6   8
 11    09   81   53   1   7   8   0  13   8
 18    09   81   31   0   4  12   6  14   4
 25    09   81   37   0   9   9   6  22   2
 02    10   81   33   3   7  14   3  12   2
 09    10   81   30   0  12  12   4  11   0
 16    10   81   47   1   7   8   4  27   6
 23    10   81   50   2  10   1   5  19   5
 30    10   81   41   2  18   6   9  35   6
 06    11   81   49   0   9   3   7  29   3
 13    11   81   56   0  11  10  16  30   5
 20    11   81   54   0  26   6   5  19   3
 27    11   81   66   1  12  14   5  30   6
 04    12   81   71   0  17   4   5  22   6
 11    12   81   57   0   8   9   0  34   3
 18    12   81   55   1  11   9   3  38   6
 25    12   81   58   0   9   1   1  20   2
 01    01   82   56   1  11   1   1  25   7
08 01 82 120  0 33  7  5  49  2
15 01 82 111  1 19  9  3  33  8
22 01 82 117  1  6  4  7  46  4
29 01 82 131  0 14  5  5  52  2
05 02 82 156  2 13  8  3  53  4
12 02 82 212  5 10  4  4  54  4
19 02 82 238  3  8  6  5  83  1
26 02 82 290  0 10  5  0  63  7
05 03 82 312  0 15  8  7  85  2
12 03 82 261  2  8 16 10  82  6
19 03 82 309  1  3 12  6 143  5
26 03 82 341  0 10 19 16 109  2
02 04 82 370  2 17 15 16 130  5
09 04 82 341  1 12 15  3  97  6
16 04 82 441  3 14  6  4 116  6
23 04 82 507  6 13  4 27 108  6
30 04 82 506 16  9 19 12  88  7
07 05 82 326 15  7  8  4  55  2
14 05 82 405  8  9  5  8  92  6
21 05 82 367 12  7  2  8  81  1
28 05 82 395  8  7  7 22  68  8
04 06 82 376  1  5  5 13  63  6
11 06 82 393 14  9  7 43  94 20
18 06 82 407 21 26  7 22  77 14
25 06 82 273 10 23 18 12  58  8
02 07 82 303 10 12  7 24  68 11
09 07 82 323 22 16 17 21  78 26
16 07 82 358 18 16  6  7  75 41
23 07 82 355  7 24 21 17  66 33
30 07 82 313 43 17 27 26  63 40
06 08 82 251 29 15 24 16  45 31
13 08 82 263 28 19 17 16  56 43
20 08 82 202 29 10 10  9  43 34
27 08 82 138 24  7 14  2  19 34
03 09 82  97 15 15  5  6  21 11
10 09 82 162 13  7 14  6  10 25
17 09 82  85 15  3 14  0  18 18
24 09 82  80 12  5 10  2   7 13
01 10 82  85 25 10 10  0  13 15
08 10 82  68 21  0  4  0   8 14
15 10 82  54 15  4  6  9  16  9
22 10 82  85  6  6  4  5  15 13
29 10 82 104 26  6  6  0  15 20
05 11 82  76 31  6  8  4  20 26
12 11 82  59 22  7 10  3  18 14
19 11 82  97 22  6 10  6  20 30
26 11 82  94 35 12 13 12  14 39
03 12 82 123 14  6 16 11  16 22
10 12 82 113 28 10 15 18  14 37
17 12 82 101 24  9  8  7  17 27
24 12 82 125 36 15 10 20  19 27
31 12 82  88 15  3 28  4   7 24
07 01 83 175 23 12 45 30  22 35
14 01 83 185 21 13 30 17  18 42
21 01 83 153 27 16 15 21  18 59
28 01 83 181  9 10 34 21  16 37
04 02 83 196 16 15  6 15  14 47
11 02 83 223 13 19 25 18  23 56
18 02 83 210  8 14 19 12  22 69
25 02 83 200 13 13 24 27  37 66
04 03 83 272 13 24 34 23  15 104
11 03 83 292 14 24 34 36  24  90
18 03 83 249 30 45 71 23  22  74
25 03 83 264 19 25 44 33  20  76
01 04 83 223 32 52 29  9  11  32
08 04 83 294 28 27 31 22  32  60
15 04 83 365 41 72 76 20  35  63
22 04 83 311 28 35 50 11  31  38
29 04 83 250 25 38 46 12  34  37
06 05 83 276 42 44 16  9  16  34
13 05 83 333 37 47 45 12  48  56
20 05 83 365 48 59 39 15  38  51
27 05 83 287 34 57 45  9  44  42
03 06 83 272 41 42 29  5  30  24
10 06 83 403 26 56 67 15  55  27
17 06 83 342 38 41 40 18  57  42
24 06 83 284 26 61 46 17  39  21
01 07 83 217 18 51 44 14  38  36
08 07 83 215  9 34 33 10  55  44
15 07 83 253 15 65 41  9  34  57
22 07 83 299  8 52 45  7  58  52
29 07 83 241  4 35 55  8  22  23
05 08 83 154  4 23 34  3  37  17
12 08 83 115  7 26 23 10  27  33
19 08 83 113  4 11 33  7  32  12
26 08 83  87  2  7 17  8  28  16
02 09 83  56  6  8  3  4  12   3
09 09 83  43  6 26  4  3  23   0
16 09 83  40  1  2  4  4  20   2
23 09 83  39  0 11 16  3   9   4
30 09 83  49  4  6  7  3  15   6
07 10 83  42  4 10 11  1  20   2
14 10 83  30  3  9  3  3  23   3
21 10 83  40  2  9  6  1  23   0
28 10 83  33  4  6  4  4  29   5
04 11 83  29  5  4 16  5  18   2
11 11 83  39  1 14  8  8  30   2
18 11 83  31  0 11  5  3  34   1
25 11 83  40  3 14  1  2  28   2
02 12 83  56  2 10 13  3  28   2
09 12 83  51  2  4  4  2  51   1
16 12 83  25  1  5  9  3  40   2
23 12 83  45  1 10  4  3  71  11
30 12 83  38  0  4  7  6  33   7
06 01 84  94  1  9  4  6  49   6
13 01 84  83  2  9 14  3  75   9
20 01 84  50  3 11 11  2  47  15
27 01 84  46  3  6  3  3  34  11
03 02 84  68  1 10  8  4  40  19
10 02 84  87  8 12  1  0  67  16
17 02 84  84 13 20 10  1  54  24
24 02 84  65  5 11 16  8 101  12
02 03 84  74  5 11 30  4  71  24
09 03 84  68  7 28 10  3  76  17
16 03 84  86  1  8 21  2  60  18
23 03 84  54  2 18 24  1  88  11
30 03 84  81  8 21  9  1  75  15
06 04 84  82  8 29 24  3  74  23
13 04 84  68  4 21 23  1  82  15
20 04 84  42  3  7 15  3  42  13
27 04 84  47  4 25 12  2  52  10
04 05 84  61  5 20 34  2  79   9
11 05 84  39  0 18 13  1  38  13
18 05 84  52  2 14 15  6  77  13
25 05 84  99  7 21 27  0  62  22
01 06 84  65  1  9 12  2  73  10
08 06 84 109  6 20 24  3  48  20
15 06 84 127  4 24 34  1  98  29
22 06 84 106  1 22 18  4  40  16
29 06 84 114  8 18 17  3  42   6
06 07 84 152  2 20 20  2  27   9
13 07 84 138  3 18 20  1  42   3
20 07 84 154  2 20 36  1  43  17
27 07 84 175  2 15 13  1  25  14
03 08 84 176  1 25 21  0  20   7
10 08 84 172  2 24 12  2  26   2
17 08 84 130  1 15 30  2  13   5
24 08 84 109  0 19 16  3  44  14
31 08 84  61  2  4  7  3  15   3
07 09 84  60  0 12 10  4  13   1
14 09 84  55  1 13  3  1   2   3
21 09 84  35  0  8  5  1   6   6
28 09 84  51  0  9  5  2   6   3
05 10 84  62  3 12  3  4   1   3
12 10 84  89  2 19  4  7  18   1
19 10 84  75  1 12  5  4  10   1
26 10 84  51  1 18  6  8  10   5
02 11 84  78  2 26  3  9   6   3
09 11 84 116  0 34 16  2   7   0
16 11 84  67  1 30 14 15   9   6
23 11 84  73  0 29  2  7   9   3
30 11 84  81  0 19  9 15   3   0
07 12 84  94  0 29 12 14   8   2
14 12 84  71  1 18 27 10  11   6
21 12 84  71  3 17 33 12  12   4
28 12 84  39  2 21 13  8   7   3
04 01 85 128  1 23 15 27   9  11
11 01 85 193  1 41 27 15   4  20
18 01 85 120  1 26 17 27  11   5
25 01 85 133  0 28  6 12  11   3
01 02 85 151  0 39 11  6  13   5
08 02 85 208  1 39 22 23  15  20
15 02 85 211  5 48 25 11  11  16
22 02 85 257  4 47 29  3  12  17
01 03 85 276  1 54 16 17  20  22
08 03 85 285  7 25 17  9  14  23
15 03 85 252 12 52 21  9   7  16
22 03 85 287  5 54 13  7  11  15
29 03 85 316 12 50 23  8  16   8
05 04 85 291  9 49  9  1  14  30
12 04 85 318  3 39 10 21  19  20
19 04 85 458 13 68 13 15  16  32
26 04 85 354 12 48 11 27  23  19
03 05 85 314 23 43 10 14  17  30
10 05 85 280  8 25  7  5  10  28
17 05 85 367  5 56 19  8  32  38
24 05 85 445  7 52 20  8  24  51
31 05 85 409  5 34 20  8  19  54
07 06 85 506 11 46 18 15  16  56
14 06 85 455  3 49 19  2  33  42
21 06 85 367 14 35 22  6  26  32
28 06 85 472 16 39 19 10  18  36
05 07 85 514 18 24 19 20  37  38
12 07 85 495 24 35 21 15  42  21
19 07 85 500 15 45 29  2  48  49
26 07 85 412 27 40 37 13  39  47
02 08 85 415 42 25 27  6  47  47
09 08 85 367 31 32 22 11  28  41
16 08 85 355 30 22 18  5  27  37
23 08 85 283 19 13 31 14  26  42
30 08 85 155  6  9 18  2  25  13
06 09 85 177 11  8 22  5  20  34
13 09 85 125  2  8 19  4  25  11
20 09 85  94  2  5 10  6  17  11
27 09 85 103  2  6  5  2  42   8
04 10 85 114  3  5 16  6  36   6
11 10 85 118  4  7 12  3  54   8
18 10 85  92  4  7  8  8  75  20
25 10 85 121  3  4 10 10  66   5
01 11 85 102  1  7  4  2  57  12
08 11 85 105  4  4 13  8  75  13
15 11 85  79  1  3  3  3  80   9
22 11 85  76  5  0  6  2  46   9
29 11 85  89  6  4 10  1  69  10
06 12 85  56  3 11 13  1  72  19
13 12 85  77  4  1  5  3  67  10
20 12 85  87  4  2 14  2  54  11
27 12 85  38  1  3 10  0   0  13
03 01 86 144  7  7 22  2 116  19
10 01 86 165  8  9 38  1 106  23
17 01 86 103  6  7 22  6  90  12
24 01 86  94  3  3 32  3  89  17
31 01 86  91  5 10 29  3  73   6
07 02 86 124  9  8 25  4 101  10
14 02 86 132  9  6 37  5 142  10
21 02 86 119  9 15 28  6  89  10
28 02 86 137 27 13 30 15 110  14
07 03 86 110  9 12 23 11  89   8
14 03 86 145 11 20 20 11 110   7
21 03 86 172 22 18 31 16  96  23
28 03 86 163  2 14 25 10  71   6
04 04 86 178  4  5 38 24  56  24
11 04 86 209  7  8 50 22  71  25
18 04 86 183 18 24 61 14  38  30
25 04 86 153  8 17 34 20  55  15
02 05 86 144  7  7 39 10  45  33
09 05 86 131 11 10 24  1  46  10
16 05 86 134 33  6 33  4  67  23
